41312001;CK;Chemikant/Chemikantin;Chemikant/Chemikantin;1027_41312001
99999068;FSS-SP-bb;FS Sozialw. Fr Sozialpäd. (berufsbegleitend);FS Sozialw. Fr Sozialpäd. (berufsbegleitend);1027_99999068
24122002-SU;VHH-SU;Verfahrensmechaniker/Verfahrensmechanikerin in der;Verfahrensmechaniker/Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie - Fachrichtung Stahl-Umformung;1027_24122002-SU
93312010;HBIPK;Holzbildhauer/in Industrie;Holzbildhauer/in Industrie;1027_93312010
61142039;AFIEH;Automatenfachmann/-fachfrau (ohne FR-Angabe);Automatenfachmann/-fachfrau (ohne FR-Angabe);1027_61142039
28332371;MSMMH;Maßschuhmacher/in FR Maßschuhe;Maßschuhmacher/in FR Maßschuhe;1027_28332371
92302020;MKDIWM;Medienkaufmann/-kauffrau Digital und Print Industr;Medienkaufmann/-kauffrau Digital und Print Industrie;1027_92302020
25232006-TT;FGM-TT;Fluggerätmechaniker/Fluggerätmechanikerin - Fachri;Fluggerätmechaniker/Fluggerätmechanikerin - Fachrichtung Triebwerkstechnik;1027_25232006-TT
21112021;BMMIRK;Berg- und Maschinenmann FR Vortrieb und Gewinnung;Berg- und Maschinenmann FR Vortrieb und Gewinnung;1027_21112021
62302380;FPVLH;Fachpraktiker/in Verkauf im Lebensmittelhandwerk (;Fachpraktiker/in Verkauf im Lebensmittelhandwerk (§42r HwO);1027_62302380
41422042;WPKIMB;Werkstoffprüfer/in FR Kunststofftechnik (Industrie;Werkstoffprüfer/in FR Kunststofftechnik (Industrie);1027_41422042
11232616;TWBLLF;Tierwirt/in FR Imkerei;Tierwirt/in FR Imkerei;1027_11232616
32222002;STRB;Straßenbauer/Straßenbauerin;Straßenbauer/Straßenbauerin;1027_32222002
21222026;VMAIRK;Verfahrensmechaniker/in in der Steine- und Erdenin;Verfahrensmechaniker/in in der Steine- und Erdenindustrie FR Asphalttechnik;1027_21222026
25212370-FK;KMFHMF;Kraftfahrzeugmechatroniker/in SP Fahrzeugkommunika;Kraftfahrzeugmechatroniker/in SP Fahrzeugkommunikationstechnik Handwerk;1027_25212370-FK
25212030-NF;KMNIMF;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechn;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechnik Industrie;1027_25212030-NF
99999051;FSWi-BWL-KBM;FS Wi Fr BWL/Untern Sp Kommunik. + Büromanagement;FS Wi Fr BWL/Untern Sp Kommunik. + Büromanagement;1027_99999051
41422004-MT;WSP-MT;Werkstoffprüfer/Werkstoffprüferin - Fachrichtung M;Werkstoffprüfer/Werkstoffprüferin - Fachrichtung Metalltechnik;1027_41422004-MT
43233020-DS;ISDSIIK;IT-System-Kaufmann/Kauffrau + duales Studium Indus;IT-System-Kaufmann/Kauffrau + duales Studium Industrie (auslaufender Beruf);1027_43233020-DS
23412093;DUHIPD;Drucker/in FR Hochdruck Industrie;Drucker/in FR Hochdruck Industrie;1027_23412093
41422002;WSP;Werkstoffprüfer/Werkstoffprüferin;Werkstoffprüfer/Werkstoffprüferin;1027_41422002
93432013;GBKIPK;Glasbläser/in FR Kunstaugen;Glasbläser/in FR Kunstaugen;1027_93432013
32112002-DS;BSB-DS;Beton- und Stahlbetonbauer/Beton- und Stahlbetonba;Beton- und Stahlbetonbauer/Beton- und Stahlbetonbauerin (+ duales Studium);1027_32112002-DS
24232005;ZM;Zerspanungsmechaniker/Zerspanungsmechanikerin;Zerspanungsmechaniker/Zerspanungsmechanikerin;1027_24232005
41432003-MB;BSP-MB;Baustoffprüfer/Baustoffprüferin - Fachrichtung Mör;Baustoffprüfer/Baustoffprüferin - Fachrichtung Mörtel- und Betontechnik;1027_41432003-MB
83212920;HWHET;Hauswirtschafter/in Handwerk;Hauswirtschafter/in Handwerk;1027_83212920
29142001;FKFT;Fachkraft für Fruchtsafttechnik;Fachkraft für Fruchtsafttechnik;1027_29142001
11312612;PWZLLF;Pferdewirt/in FR Pferdezucht;Pferdewirt/in FR Pferdezucht;1027_11312612
51652012;SKTIVL;Schifffahrtskaufmann/-kauffrau FR Trampfahrt;Schifffahrtskaufmann/-kauffrau FR Trampfahrt;1027_51652012
63302001;FKGG;Fachkraft im Gastgewerbe;Fachkraft im Gastgewerbe;1027_63302001
24522089;PWMI;Präzisionswerkzeugmechaniker/in (ohne FR-Angabe) I;Präzisionswerkzeugmechaniker/in (ohne FR-Angabe) Industrie;1027_24522089
21212035;AMBIRK;Aufbereitungsmechaniker/in FR Braunkohle;Aufbereitungsmechaniker/in FR Braunkohle;1027_21212035
43232005-DS;KITS-DS;Kaufmann für IT-System-Management/Kauffrau für IT-;Kaufmann für IT-System-Management/Kauffrau für IT-System-Management (+ duales Studium);1027_43232005-DS
24132001-DK;GM-DK;Gießereimechaniker/Gießereimechanikerin - Schwerpu;Gießereimechaniker/Gießereimechanikerin - Schwerpunkt Druck- und Kokillenguss;1027_24132001-DK
43232004-DS;KITS-DS;Kaufmann für IT-System-Management/Kauffrau für IT-;Kaufmann für IT-System-Management/Kauffrau für IT-System-Management (+ duales Studium);1027_43232004-DS
61312010;IMIEH;Immobilienkaufmann/-kauffrau;Immobilienkaufmann/-kauffrau;1027_61312010
41322003;PTK;Prüftechnologe Keramik/Prüftechnologin Keramik;Prüftechnologe Keramik/Prüftechnologin Keramik;1027_41322003
29222410;FPKHLM;Fachpraktiker/in im Konditor-Handwerk (§42r HwO);Fachpraktiker/in im Konditor-Handwerk (§42r HwO);1027_29222410
34332007-LSV;FKA-LSV;Fachkraft für Kreislauf- und Abfallwirtschaft - Sc;Fachkraft für Kreislauf- und Abfallwirtschaft - Schwerpunkt Logistik, Sammlung und Vertrieb;1027_34332007-LSV
33302007-FPM;ABF-FPM;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpu;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpunkt Fliesen-, Platten- und Mosaikarbeiten;1027_33302007-FPM
93232001;RAW;Raumausstatterwerker/Raumausstatterwerkerin;Raumausstatterwerker/Raumausstatterwerkerin;1027_93232001
22103341-FT;VKDSFH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Formteile Handwerk;1027_22103341-FT
25252332;ZMMHMF;Zweiradmechaniker/in FR Motorradtechnik (ausgelauf;Zweiradmechaniker/in FR Motorradtechnik (ausgelaufener Beruf);1027_25252332
93612004-HB;ZIM-HB;Zupfinstrumentenmacher/Zupfinstrumentenmacherin - ;Zupfinstrumentenmacher/Zupfinstrumentenmacherin - Fachrichtung Harfenbau;1027_93612004-HB
43103329-DS;FIDSHIK;Fachinformatiker/in + duales Studium Handwerk;Fachinformatiker/in + duales Studium Handwerk;1027_43103329-DS
34332005-ABB;FKA-ABB;Fachkraft für Kreislauf- und Abfallwirtschaft - Sc;Fachkraft für Kreislauf- und Abfallwirtschaft - Schwerpunkt Abfallbeseitigung und -behandlung;1027_34332005-ABB
71402120-BI;KBIUO;Kaufmann/Kauffrau für Bürokommunikation Industrie;Kaufmann/Kauffrau für Bürokommunikation Industrie;1027_71402120-BI
93232010;RSIPK;Raumausstatter/in Industrie;Raumausstatter/in Industrie;1027_93232010
25222351;MBNHMF;Metallbauer/in FR Nutzfahrzeugbau;Metallbauer/in FR Nutzfahrzeugbau;1027_25222351
21222010;BFTI;Betonfertigteilbauer/in;Betonfertigteilbauer/in;1027_21222010
41412002-DS;PL-DS;Physiklaborant/Physiklaborantin (+ duales Studium);Physiklaborant/Physiklaborantin (+ duales Studium);1027_41412002-DS
26253030-DS;EBDS;Elektroniker/in für Gebäude- und Infrastruktursyst;Elektroniker/in für Gebäude- und Infrastruktursysteme + duales Studium Industrie;1027_26253030-DS
93222001;GVM;Gestalter für visuelles Marketing/Gestalterin für ;Gestalter für visuelles Marketing/Gestalterin für visuelles Marketing;1027_93222001
52422030;HSIFT;Hafenschiffer/in;Hafenschiffer/in;1027_52422030
24412003-DS;KM-DS;Konstruktionsmechaniker/Konstruktionsmechanikerin ;Konstruktionsmechaniker/Konstruktionsmechanikerin (+ duales Studium);1027_24412003-DS
99999034;FSTe-KT;FS Te Fr Keramiktechnik;FS Te Fr Keramiktechnik;1027_99999034
25233322-IH;FMDSIHMF;Fluggerätmechaniker/in + duales Studium FR Instand;Fluggerätmechaniker/in + duales Studium FR Instandhaltungstechnik Handwerk;1027_25233322-IH
34332020;FRKIGV;Fachwerker/in für Recycling (§66 BBiG);Fachwerker/in für Recycling (§66 BBiG);1027_34332020
22102008-FV-DS;VKK-FV-DS;Verfahrensmechaniker/Verfahrensmechanikerin für Ku;Verfahrensmechaniker/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Faserverbundtechnologie (+ duales Studium);1027_22102008-FV-DS
31212001-BV;VMT-BV;Vermessungstechniker/Vermessungstechnikerin - Fach;Vermessungstechniker/Vermessungstechnikerin - Fachrichtung Bergvermessung;1027_31212001-BV
99999066;FSS-SP;FS Sozialwesen Fr Sozialpädagogik;FS Sozialwesen Fr Sozialpädagogik;1027_99999066
26312008-BT;IE-BT;Informationselektroniker/Informationselektronikeri;Informationselektroniker/Informationselektronikerin Schwerpunkt Bürosystemtechnik;1027_26312008-BT
24302020;OBHMM;Oberflächenbeschichter/in Handwerk;Oberflächenbeschichter/in Handwerk;1027_24302020
51412010-SI;KVSIVL;Kaufmann/Kauffrau für Verkehrsservice SP Sicherhei;Kaufmann/Kauffrau für Verkehrsservice SP Sicherheit und Service;1027_51412010-SI
62102030;VKIVB;Verkäufer/in;Verkäufer/in;1027_62102030
23282010;FLGIPD;Flexograf/in Industrie;Flexograf/in Industrie;1027_23282010
43232002;ISIIHK;Kaufmann für IT-System-Management/Kauffrau für IT-;Kaufmann für IT-System-Management/Kauffrau für IT-System-Management (auslaufender Beruf);1027_43232002
25212014-SH;KFZM-SH;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatroni;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin - Schwerpunkt System- und Hochvolttechnik;1027_25212014-SH
28312330;FLGHTL;Fachkraft für Lederherstellung und Gerbereitechnik;Fachkraft für Lederherstellung und Gerbereitechnik;1027_28312330
62302003;FPLV;Fachpraktiker im Lebensmittelverkauf/Fachpraktiker;Fachpraktiker im Lebensmittelverkauf/Fachpraktikerin im Lebensmittelverkauf;1027_62302003
93682001;HZIM;Handzuginstrumentenmacher/Handzuginstrumentenmache;Handzuginstrumentenmacher/Handzuginstrumentenmacherin;1027_93682001
29262013;FSSILM;Fachkraft für Süßwarentechnik FR Schokolade;Fachkraft für Süßwarentechnik FR Schokolade;1027_29262013
93432001-CS;GBL-CS;Glasbläser/Glasbläserin - Fachrichtung Christbaums;Glasbläser/Glasbläserin - Fachrichtung Christbaumschmuck;1027_93432001-CS
51662001;KKEP;Kaufmann für Kurier-, Express- und Postdienstleist;Kaufmann für Kurier-, Express- und Postdienstleistungen/Kauffrau für Kurier-, Express- und Postdienstleistungen;1027_51662001
93522113;GSSIPK;Goldschmied/in FR Schmuck Industrie;Goldschmied/in FR Schmuck Industrie;1027_93522113
83212003;FPHW;Fachpraktiker Hauswirtschaft/Fachpraktikerin Hausw;Fachpraktiker Hauswirtschaft/Fachpraktikerin Hauswirtschaft;1027_83212003
24112022;VHNIMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie FR Nichteisen-Metallurgie Industrie;1027_24112022
22103056;VKDSFI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktech.+duales Studium FR Faserverbundtechnologie Industrie;1027_22103056
27212006-IB;BZ-IB;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurb;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurbau;1027_27212006-IB
82512320;ORTHM;Orthopädietechnik-Mechaniker/in;Orthopädietechnik-Mechaniker/in;1027_82512320
25233043-TI;FMDSTIMF;Fluggerätmechaniker/in + duales Studium FR Triebwe;Fluggerätmechaniker/in + duales Studium FR Triebwerkstechnik Industrie;1027_25233043-TI
26302112;IEGIME;Industrieelektriker/in FR Geräte und Systeme;Industrieelektriker/in FR Geräte und Systeme;1027_26302112
28102010;PMITL;Produktionsmechaniker/in-Textil;Produktionsmechaniker/in-Textil;1027_28102010
29302005;TK;Teilkoch/Teilköchin;Teilkoch/Teilköchin;1027_29302005
26253340-DS;EBDS;Elektroniker/in für Gebäude- und Infrastruktursyst;Elektroniker/in für Gebäude- und Infrastruktursysteme + duales Studium Handwerk;1027_26253340-DS
25212451;KUFIHMF;Karosserie- und Fahrzeugbaumechaniker/in FR Kaross;Karosserie- und Fahrzeugbaumechaniker/in FR Karosserieinstandhaltungstechnik Handwerk;1027_25212451
28222450;MOHTL;Modist/in Handwerk;Modist/in Handwerk;1027_28222450
29222010;BÄILM;Bäcker/in Industrie;Bäcker/in Industrie;1027_29222010
26212030;GIIME;Elektroniker/in für Gebäude- und Infrastruktursyst;Elektroniker/in für Gebäude- und Infrastruktursysteme;1027_26212030
23412009-TD;DR-TD;Drucker/Druckerin - Fachrichtung Tiefdruck;Drucker/Druckerin - Fachrichtung Tiefdruck;1027_23412009-TD
24512002;MFB;Metallfeinbearbeiter/Metallfeinbearbeiterin;Metallfeinbearbeiter/Metallfeinbearbeiterin;1027_24512002
27212010-PK;TPT-PK;Technischer Produktdesigner/Technische Produktdesi;Technischer Produktdesigner/Technische Produktdesignerin - Fachrichtung Produktgestaltung und -konstruktion;1027_27212010-PK
63302003;FRVG;Fachmann für Restaurants und Veranstaltungsgastron;Fachmann für Restaurants und Veranstaltungsgastronomie/Fachfrau für Restaurants und Veranstaltungsgastronomie;1027_63302003
61213011-DS;KGADSIEH;Kaufmann/Kauffrau im Groß- und Außenhandel + duale;Kaufmann/Kauffrau im Groß- und Außenhandel + duales Studium FR Außenhandel Industrie;1027_61213011-DS
99999004;FSAW-GBZ;FS Agrarwirtsch. Fr Gartenbau Sp Zierpflanzen (1J);FS Agrarwirtsch. Fr Gartenbau Sp Zierpflanzen (1J);1027_99999004
33212006;FPML;Fachpraktiker im Maler- und Lackiererhandwerk/Fach;Fachpraktiker im Maler- und Lackiererhandwerk/Fachpraktikerin im Maler- und Lackiererhandwerk;1027_33212006
32123330-DS;MADSHHT;Maurer/in + duales Studium Handwerk;Maurer/in + duales Studium Handwerk;1027_32123330-DS
73212721;SOKÖRV;Sozialversicherungsfachangestellte/r FR Allgemeine;Sozialversicherungsfachangestellte/r FR Allgemeine Krankenversicherung Öffentlicher Dienst;1027_73212721
99999052;FSWi-BWL-MV;FS Wi Fr BWL/Untern Sp Marketing und Vertrieb;FS Wi Fr BWL/Untern Sp Marketing und Vertrieb;1027_99999052
72132001-VS-DS;KVF-VS-DS;Kaufmann/Kauffrau für Versicherungen und Finanzen ;Kaufmann/Kauffrau für Versicherungen und Finanzen - Fachrichtung Versicherung (+ duales Studium);1027_72132001-VS-DS
27212010-SL;BZTIFP;Bauzeichner/in SP Tief-, Straßen- und Landschaftsb;Bauzeichner/in SP Tief-, Straßen- und Landschaftsbau;1027_27212010-SL
25232043;FMTIMF;Fluggerätmechaniker/in FR Triebwerkstechnik;Fluggerätmechaniker/in FR Triebwerkstechnik;1027_25232043
24413382-KT;MBDSKHMM;Metallbauer/in + duales Studium FR Konstruktionste;Metallbauer/in + duales Studium FR Konstruktionstechnik Handwerk;1027_24413382-KT
83212040-HW;FPHWIET;Fachpraktiker/in für Hauswirtschaft (§66 BBiG) Ind;Fachpraktiker/in für Hauswirtschaft (§66 BBiG) Industrie;1027_83212040-HW
91342020;FPNISL;Fachpraktiker/in für Nutzerbefragungen/-perspektiv;Fachpraktiker/in für Nutzerbefragungen/-perspektive;1027_91342020
23212382;MDKHPD;Mediengestalter/in Digital und Print FR Konzeption;Mediengestalter/in Digital und Print FR Konzeption und Visualisierung Handwerk;1027_23212382
26322002-HAT;MT-HAT;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Hal;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Halbleitertechnik;1027_26322002-HAT
61212021;KGAMGI;Kaufmann/Kauffrau für Groß- und Außenhandelsmanage;Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement - FR-Großhandel Industrie;1027_61212021
33342311;GLFHAB;Glaser/in FR Fenster- und Glasfassadenbau;Glaser/in FR Fenster- und Glasfassadenbau;1027_33342311
32142001;FPDDH;Fachpraktiker im Dachdeckerhandwerk/Fachpraktikeri;Fachpraktiker im Dachdeckerhandwerk/Fachpraktikerin im Dachdeckerhandwerk;1027_32142001
93232320;RAWHPK;Raumausstatterwerker/in (§66 BBiG/§42r HwO);Raumausstatterwerker/in (§66 BBiG/§42r HwO);1027_93232320
24522082;PWMIZ;Präzisionswerkzeugmechaniker/in FR Zerspanwerkzeug;Präzisionswerkzeugmechaniker/in FR Zerspanwerkzeuge Industrie;1027_24522082
43112333;FIDPH;Fachinformatiker/in FR Daten- und Prozessanalyse H;Fachinformatiker/in FR Daten- und Prozessanalyse Handwerk;1027_43112333
41322007-TT;TL-TT;Textillaborant/Textillaborantin - Schwerpunkt Text;Textillaborant/Textillaborantin - Schwerpunkt Textittechnik;1027_41322007-TT
12122003-ZB;GÄ-ZB;Gärtner/Gärtnerin - Fachrichtung Zierpflanzenbau;Gärtner/Gärtnerin - Fachrichtung Zierpflanzenbau;1027_12122003-ZB
93652002-PB;OB-PB;Orgelbauer/Orgelbauerin - Fachrichtung Pfeifenbau;Orgelbauer/Orgelbauerin - Fachrichtung Pfeifenbau;1027_93652002-PB
31222001;GEM;Geomatiker/Geomatikerin;Geomatiker/Geomatikerin;1027_31222001
24222002;VPOL;Vorpolierer/Vorpoliererin in der Schmuck- und Klei;Vorpolierer/Vorpoliererin in der Schmuck- und Kleingeräteherstellung;1027_24222002
93522412;ESSESH;Edelsteinschleifer/in FR Edelsteinschleifen (Handw;Edelsteinschleifer/in FR Edelsteinschleifen (Handwerk);1027_93522412
25222001;LBM;Land- und Baumaschinenmechatroniker/Land- und Baum;Land- und Baumaschinenmechatroniker/Land- und Baumaschinenmechatronikerin;1027_25222001
11522012;TPZILF;Tierpfleger/in FR Zoo;Tierpfleger/in FR Zoo;1027_11522012
62412001;DG;Drogist/Drogistin;Drogist/Drogistin;1027_62412001
83212005;FPHW;Fachpraktiker Hauswirtschaft/Fachpraktikerin Hausw;Fachpraktiker Hauswirtschaft/Fachpraktikerin Hauswirtschaft;1027_83212005
21112002-VG;BM-VG;Berg- und Maschinenmann/Berg- und Maschinenfrau - ;Berg- und Maschinenmann/Berg- und Maschinenfrau - Fachrichtung Vortrieb und Gewinnung;1027_21112002-VG
63302008-SG;FKGG-SG;Fachkraft für Gastronomie - Schwerpunkt Systemgast;Fachkraft für Gastronomie - Schwerpunkt Systemgastronomie;1027_63302008-SG
29122320;WTH;Weintechnologe/-technologin (Handwerk);Weintechnologe/-technologin (Handwerk);1027_29122320
71402070;BPIUO;Büropraktiker/in (§66 BBiG);Büropraktiker/in (§66 BBiG);1027_71402070
33302001;ABF;Ausbaufacharbeiter/Ausbaufacharbeiterin;Ausbaufacharbeiter/Ausbaufacharbeiterin;1027_33302001
26213002-DS;ELBT-DS;Elektroniker für Betriebstechnik/Elektronikerin fü;Elektroniker für Betriebstechnik/Elektronikerin für Betriebstechnik (+ duales Studium);1027_26213002-DS
26223330-DS;EMADSHME;Elektroniker/in für Maschinen- und Antriebstechnik;Elektroniker/in für Maschinen- und Antriebstechnik + duales Studium Handwerk;1027_26223330-DS
83212004;FPSS;Fachpraktiker Service in sozialen Einrichtungen/Fa;Fachpraktiker Service in sozialen Einrichtungen/Fachpraktikerin Service in sozialen Einrichtungen;1027_83212004
34342001;AM;Anlagenmechaniker/Anlagenmechanikerin;Anlagenmechaniker/Anlagenmechanikerin;1027_34342001
22102344-CM;VKCMHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Compound- und Masterbatchherstellung Handwerk;1027_22102344-CM
22302002;HBM;Holzbearbeitungsmechaniker/Holzbearbeitungsmechani;Holzbearbeitungsmechaniker/Holzbearbeitungsmechanikerin;1027_22302002
23122002;VPM;Verpackungsmittelmechaniker/Verpackungsmittelmecha;Verpackungsmittelmechaniker/Verpackungsmittelmechanikerin;1027_23122002
33342002-VG;GL-VG;Glaser/Glaserin - Fachrichtung Verglasung und Glas;Glaser/Glaserin - Fachrichtung Verglasung und Glasbau;1027_33342002-VG
29222390;FPBHWO;Fachpraktiker/in für Bäckereien (§42r HwO);Fachpraktiker/in für Bäckereien (§42r HwO);1027_29222390
34312011-I;UTR-I;Umwelttechnologe für Rohrleitungsnetze und Industr;Umwelttechnologe für Rohrleitungsnetze und Industrieanlagen/Umwelttechnologin für Rohrleitungsnetze und Industrieanlagen - Schwerpunkt Industrieanlagen;1027_34312011-I
99999015;FSTe-CT-LT;FS Te Fr Chemietechnik Sp Labortechnik;FS Te Fr Chemietechnik Sp Labortechnik;1027_99999015
33212390;MFHAB;Malerfachwerker/in (§42r HwO);Malerfachwerker/in (§42r HwO);1027_33212390
83212970;HBHET;HauswirtschaftsTechnische/r Helfer/in (§66 BBiG) H;HauswirtschaftsTechnische/r Helfer/in (§66 BBiG) Handwerk;1027_83212970
63302050;RFITH;Restaurantfachmann/-fachfrau Industrie;Restaurantfachmann/-fachfrau Industrie;1027_63302050
34312320-IS;FRIHGV;Fachkraft für Rohr-, Kanal- und Industrieservice S;Fachkraft für Rohr-, Kanal- und Industrieservice SP Industrieservice Handwerk;1027_34312320-IS
24512003-FM;FWM-FM;Feinwerkmechaniker/Feinwerkmechanikerin - Schwerpu;Feinwerkmechaniker/Feinwerkmechanikerin - Schwerpunkt Feinmechanik;1027_24512003-FM
29232003;FL;Fleischer/Fleischerin;Fleischer/Fleischerin;1027_29232003
33352320;KOMHAB;Rollladen- und Sonnenschutzmechatroniker/in;Rollladen- und Sonnenschutzmechatroniker/in;1027_33352320
33322019;BBIAB;Bootsbauer/in (ohne FR-Angabe);Bootsbauer/in (ohne FR-Angabe);1027_33322019
28222006;NDS;Näher/Näherin im Damenschneiderhandwerk;Näher/Näherin im Damenschneiderhandwerk;1027_28222006
26312130;FPITSE;Fachpraktiker/in für IT-Systemelektronik (§66 BBiG;Fachpraktiker/in für IT-Systemelektronik (§66 BBiG);1027_26312130
23412001;FPDT;Fachpraktiker für Drucktechnik/Fachpraktikerin für;Fachpraktiker für Drucktechnik/Fachpraktikerin für Drucktechnik;1027_23412001
11212001-RH;TW-RH;Tierwirt/Tierwirtin - Fachrichtung Rinderhaltung;Tierwirt/Tierwirtin - Fachrichtung Rinderhaltung;1027_11212001-RH
29132002;DST;Destillateur/Destillateurin;Destillateur/Destillateurin;1027_29132002
54112003;FPGRH;Fachpraktiker im Gebäudereinigerhandwerk/Fachprakt;Fachpraktiker im Gebäudereinigerhandwerk/Fachpraktikerin im Gebäudereinigerhandwerk;1027_54112003
41322040-TC;TLCIMB;Textillaborant/in SP Textilchemie;Textillaborant/in SP Textilchemie;1027_41322040-TC
93422002;IKDT;Industriekeramiker Dekorationstechnik/Industrieker;Industriekeramiker Dekorationstechnik/Industriekeramikerin Dekorationstechnik;1027_93422002
25213030-DS;KMDSIMF;Kraftfahrzeugmechatroniker/in + duales Studium Ind;Kraftfahrzeugmechatroniker/in + duales Studium Industrie;1027_25213030-DS
24412020;KMIMM;Konstruktionsmechaniker/in Industrie;Konstruktionsmechaniker/in Industrie;1027_24412020
24142001-GT;MGG-GT;Metall- und Glockengießer/Metall- und Glockengieße;Metall- und Glockengießer/Metall- und Glockengießerin - Fachrichtung Kunst- und Glockengusstechnik;1027_24142001-GT
34332001;FPKAW;Fachpraktiker für Kreislauf- und Abfallwirtschaft/;Fachpraktiker für Kreislauf- und Abfallwirtschaft/Fachpraktikerin für Kreislauf- und Abfallwirtschaft;1027_34332001
61212321;KGAMGH;Kaufmann/Kauffrau für Groß- und Außenhandelsmanage;Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement - FR-Großhandel Handwerk;1027_61212321
43102322;FISHIK;Fachinformatiker/in FR Systemintegration Handwerk ;Fachinformatiker/in FR Systemintegration Handwerk ausgelaufener Beruf;1027_43102322
23422040;FPMIPD;Fachpraktiker/in für Medientechnologie Druckverarb;Fachpraktiker/in für Medientechnologie Druckverarbeitung (§66 BBiG);1027_23422040
21332002-TB;TMM-TB;Thermometermacher/Thermometermacherin - Fachrichtu;Thermometermacher/Thermometermacherin - Fachrichtung Thermometerblasen;1027_21332002-TB
93532001-FG;GV-FG;Graveur/Graveurin - Schwerpunkt Flachgraviertechni;Graveur/Graveurin - Schwerpunkt Flachgraviertechnik;1027_93532001-FG
93522413;ESSISH;Edelsteinschleifer/in FR Handwerkdiamantschleifen ;Edelsteinschleifer/in FR Handwerkdiamantschleifen (Handwerk);1027_93522413
22342022-BZ;HMBIKH;Holzmechaniker/in FR Bauelemente, Holzpackmittel u;Holzmechaniker/in FR Bauelemente, Holzpackmittel und Rahmen;1027_22342022-BZ
92122010;KDMIWM;Kaufmann/Kauffrau für Dialogmarketing;Kaufmann/Kauffrau für Dialogmarketing;1027_92122010
81302001;PF-GP;Pflegefachmann/Pflegefachfrau;Pflegefachmann/Pflegefachfrau;1027_81302001
93522009-KE;GS-KE;Goldschmied/Goldschmiedin - Fachrichtung Ketten;Goldschmied/Goldschmiedin - Fachrichtung Ketten;1027_93522009-KE
25212005;KFZFW;Kraftfahrzeugfachwerker/Kraftfahrzeugfachwerkerin;Kraftfahrzeugfachwerker/Kraftfahrzeugfachwerkerin;1027_25212005
27232051;TMGIFP;Technische/r Modellbauer/in FR Gießerei Industrie;Technische/r Modellbauer/in FR Gießerei Industrie;1027_27232051
62272001;AK;Automobilkaufmann/Automobilkauffrau;Automobilkaufmann/Automobilkauffrau;1027_62272001
62282010;TWIVB;Tankwart/in;Tankwart/in;1027_62282010
51652001-LF;SK-LF;Schifffahrtskaufmann/-kauffrau - Fachrichtung Lini;Schifffahrtskaufmann/-kauffrau - Fachrichtung Linienfahrt;1027_51652001-LF
93632320;MBHPK;Metallblasinstrumentenmacher/in Handwerk;Metallblasinstrumentenmacher/in Handwerk;1027_93632320
24132005-KH;GM-KH;Gießereimechaniker/Gießereimechanikerin - Schwerpu;Gießereimechaniker/Gießereimechanikerin - Schwerpunkt Kernherstellung;1027_24132005-KH
62302340;VNAHVB;Verkaufskraft im Nahrungsmittelhandwerk (§42r HwO);Verkaufskraft im Nahrungsmittelhandwerk (§42r HwO);1027_62302340
93522011-SC;GS-SC;Goldschmied/Goldschmiedin - Fachrichtung Schmuck;Goldschmied/Goldschmiedin - Fachrichtung Schmuck;1027_93522011-SC
21342031;GVKIRK;Glasveredler/in FR Kanten- und Flächenveredlung In;Glasveredler/in FR Kanten- und Flächenveredlung Industrie;1027_21342031
25112321;FKMMH;Fachkraft für Metalltechnik FR Montagetechnik (Han;Fachkraft für Metalltechnik FR Montagetechnik (Handwerk);1027_25112321
26212360;IEHME;Installationspraktiker/in Elektrotechnik (§42r HwO;Installationspraktiker/in Elektrotechnik (§42r HwO);1027_26212360
42212001;SF;Schornsteinfeger/Schornsteinfegerin;Schornsteinfeger/Schornsteinfegerin;1027_42212001
33302010-WKS;ABF-WKS;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpu;Ausbaufacharbeiter/Ausbaufacharbeiterin - Schwerpunkt Wärme-, Kälte- und Schallschutzarbeiten;1027_33302010-WKS
